Test	Confs. (features enabled)
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	BFS, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	BFS, DIRECTED, NUMBER, SEARCH
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	CONNECTED, MSTPRIM, UNDIRECTED, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	DIRECTED, NUMBER, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	BFS, SEARCH, UNDIRECTED, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	UNDIRECTED, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	MSTKRUSKAL, NUMBER, UNDIRECTED, WEIGHTED
tests.ConnectedTests_Caio.StronglyConnected(ConnectedTests_Caio.java:70)	BFS, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	DIRECTED, NUMBER, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, NUMBER, SEARCH, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, MSTKRUSKAL, NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, NUMBER, SEARCH
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, MSTKRUSKAL, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, MSTKRUSKAL, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	MSTPRIM, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, MSTKRUSKAL, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, SEARCH, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	DIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, SEARCH
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, MSTKRUSKAL, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	MSTKRUSKAL, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, SEARCH, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	DIRECTED, NUMBER, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, MSTPRIM, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, MSTKRUSKAL, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	DIRECTED, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	MSTKRUSKAL, NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	CONNECTED, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	NUMBER, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, DIRECTED, NUMBER, SEARCH, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.CycleSpaceRelated(CycleRelated_Caio.java:55)	BFS, CONNECTED, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	DIRECTED, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	DIRECTED, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, SEARCH, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, NUMBER, SEARCH, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, SEARCH
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, NUMBER, SEARCH
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	DIRECTED, NUMBER, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, SEARCH, SHORTEST, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	DIRECTED, NUMBER, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:130)	BFS, DIRECTED, NUMBER, SEARCH, WEIGHTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:133)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:133)	BFS, CONNECTED, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:133)	BFS, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.undirectedAddEdge(CycleRelated_Caio.java:133)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, CONNECTED, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, DIRECTED, SEARCH
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.CycleRelated_Caio.WeightedGraphRelated(CycleRelated_Caio.java:94)	BFS, DIRECTED, NUMBER, SEARCH
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	CONNECTED, MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	MSTPRIM, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, NUMBER, SEARCH, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, NUMBER, SEARCH
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, NUMBER, SEARCH, SHORTEST, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	CONNECTED, MSTPRIM, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	DIRECTED, NUMBER, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, SEARCH, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	DIRECTED, SHORTEST, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	NUMBER, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	CONNECTED, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	CONNECTED, NUMBER, UNDIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, SEARCH, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, SEARCH, UNDIRECTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, CONNECTED, SEARCH, UNDIRECTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, SEARCH
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	DIRECTED, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	BFS, DIRECTED, SEARCH, SHORTEST, WEIGHTED
tests.GraphReturnTests_Caio.EdgeConstructorTest(GraphReturnTests_Caio.java:26)	DIRECTED, NUMBER, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, SEARCH
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, SEARCH, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, MSTKRUSKAL, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, MSTKRUSKAL, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, NUMBER, SEARCH
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, SEARCH, UNDIRECTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, MSTKRUSKAL, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, NUMBER, SEARCH, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, SEARCH, UNDIRECTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, MSTPRIM, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, NUMBER, SEARCH, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, CONNECTED, MSTKRUSKAL, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:233)	BFS, DIRECTED, SEARCH, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, MSTPRIM, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	DIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	MSTPRIM, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	DIRECTED, NUMBER, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	DIRECTED, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	DIRECTED, NUMBER, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	MSTKRUSKAL, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, MSTKRUSKAL, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, MSTKRUSKAL, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	CONNECTED, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.bftSearch(MultiFeatureTest_Caio.java:236)	MSTKRUSKAL, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	DIRECTED, NUMBER, SHORTEST, WEIGHTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	MSTPRIM, NUMBER, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	BFS, CONNECTED, MSTKRUSKAL, NUMBER, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	BFS, NUMBER, SEARCH, UNDIRECTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	BFS, CONNECTED, MSTPRIM, SEARCH, UNDIRECTED, WEIGHTED
tests.MultiFeatureTest_Caio.CheckNeighborT(MultiFeatureTest_Caio.java:220)	DIRECTED, SHORTEST, WEIGHTED
